Calling Component,Calling Type,App Name,App Owner,Called Component,Called Type
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DXSENTRY,FILE
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",BCVDSECT,FILE
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",VTRAILER,FILE
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",BPBDSEC,FILE
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",BPBBAND,FILE
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",MTRAILER,FILE
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDRE0545,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDLC0590,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUA0580,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXI1030,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUC0500,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUL0500,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUP0500,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DCPLUGS,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXI0000,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXS3020,ASM_COPYBOOK
DPA0540,ASSEMBLER,Policy Remarks,"Hutto, Amy",MTMDPRMA,ASM_COPYBOOK
DPA0545,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0545,ASSEMBLER,Policy Remarks,"Hutto, Amy",INPUT,FILE
DPA0545,ASSEMBLER,Policy Remarks,"Hutto, Amy",IOPDR,FILE
DPA0545,ASSEMBLER,Policy Remarks,"Hutto, Amy",ELEM15,FILE
DPA0545,ASSEMBLER,Policy Remarks,"Hutto, Amy",INTTBL,FILE
DPA0545,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDINT,ASM_COPYBOOK
DPA0545,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDRE0545,ASM_COPYBOOK
DPA0545,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXI0000,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DULI0500,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DUCI0500,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DUPI0500,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMRDSECT,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",HTRAILER,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DTRAILER,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",MDPDSECT,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DCPLUGS,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DXI0000,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPX1030,ASSEMBLER
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",BDADSECT,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0420,ASSEMBLER
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",BCRDSECT,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0080,ASSEMBLER
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",CNDDSECT,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0570,ASSEMBLER
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",SPLITDCT,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA3000,ASSEMBLER
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DXPDSECT,FILE
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPXIPAC,ASSEMBLER
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0555,ASSEMBLER
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPX0060,ASSEMBLER
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDSC0420,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDAI3000,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDAY3000,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXI1030,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXL0060,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDAACCT,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXI0010,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDSU0080,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUC0500,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUL0500,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUP0500,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DCPLUGS,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXI0000,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXS3020,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXP3020,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDCNACT,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK
DPA0550,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DULDSECT,FILE
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DUPDSECT,FILE
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DUCDSECT,FILE
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMRDSECT,FILE
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MDPDSECT,FILE
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPAXTBLE,FILE
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0800,ASSEMBLER
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ITRAILER,FILE
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDAACCT,ASM_COPYBOOK
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDPA0800,ASM_COPYBOOK
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDUL0500,ASM_COPYBOOK
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDUP0500,ASM_COPYBOOK
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDUC0500,ASM_COPYBOOK
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",FRONTX,ASM_COPYBOOK
DPA0555,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMTRLR,COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDUL0500,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DUCI0500,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DUPI0500,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",MDPDSECT,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDAIDSEC,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",HTRAILER,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMRDSECT,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",MTRAILER,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0565,ASSEMBLER
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DXIDSECT,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DCPLUGDS,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPX1030,ASSEMBLER
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPX0060,ASSEMBLER
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",ITRAILER,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DABDSECT,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",JTRAILER,FILE
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0600,ASSEMBLER
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA1000,ASSEMBLER
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDCP0600,ASM_COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXI1030,ASM_COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXL0060,ASM_COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUL0500,ASM_COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUC0500,ASM_COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUP0500,ASM_COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDAI1000,ASM_COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXI0000,ASM_COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",DCPLUGS,ASM_COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK
DPA0560,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DULDSECT,FILE
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DUPDSECT,FILE
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DUCDSECT,FILE
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMRDSECT,FILE
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MDPDSECT,FILE
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",HTRAILER,FILE
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPAXTBLE,FILE
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ATRAILER,FILE
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0800,ASSEMBLER
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MTRAILER,FILE
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDAACCT,ASM_COPYBOOK
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDPA0800,ASM_COPYBOOK
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDUL0500,ASM_COPYBOOK
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDUP0500,ASM_COPYBOOK
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDUC0500,ASM_COPYBOOK
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",FRONTX,ASM_COPYBOOK
DPA0565,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMTRLR,COPYBOOK
DPA0570,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0570,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUL0500,FILE
DPA0570,ASSEMBLER,Policy Remarks,"Hutto, Amy",CNDDSECT,FILE
DPA0570,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUC0500,FILE
DPA0570,ASSEMBLER,Policy Remarks,"Hutto, Amy",DSTACCT,FILE
DPA0570,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXS3020,FILE
DPA0570,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUL0500,ASM_COPYBOOK
DPA0570,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUC0500,ASM_COPYBOOK
DPA0570,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXS3020,ASM_COPYBOOK
DPA0570,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDCNACT,ASM_COPYBOOK
DPA0580,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0580,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DUADSEC,FILE
DPA0580,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMTDSEC,FILE
DPA0580,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",RTBLDSEC,FILE
DPA0580,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",HTRAILER,FILE
DPA0580,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDUA0580,ASM_COPYBOOK
DPA0580,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMTRLR,COPYBOOK
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDLCDSEC,FILE
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDXIDSEC,FILE
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPX1030,ASSEMBLER
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BUQDSEC,FILE
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BUQDSEC2,FILE
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MBLDSEC,FILE
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MBLTABEN,FILE
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MPLDSEC,FILE
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MPLRATE1,FILE
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPX1010,ASSEMBLER
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDXI0010,ASM_COPYBOOK
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDLC0590,ASM_COPYBOOK
DPA0590,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDXI0000,ASM_COPYBOOK
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DCPINFO,FILE
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",IDADSECT,FILE
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DAIINFO,FILE
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DCPTABLE,FILE
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MGMTOPT,FILE
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDA0ELEM,FILE
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0070,ASSEMBLER
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA1000,ASSEMBLER
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDAT0070,ASM_COPYBOOK
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDXI0010,ASM_COPYBOOK
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDCP0600,ASM_COPYBOOK
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDAI1000,ASM_COPYBOOK
DPA0600,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DCPLUGS,ASM_COPYBOOK
DPA0610,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0610,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DSCDSEC,FILE
DPA0610,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DSCPHTAB,FILE
DPA0610,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DSC0610,FILE
DPA0610,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0070,ASSEMBLER
DPA0610,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDXI0010,ASM_COPYBOOK
DPA0610,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDAT0070,ASM_COPYBOOK
DPA0610,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDSC0610,ASM_COPYBOOK
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",SET-UP',COBOL
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DFAINFO,FILE
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DCPLUGS,FILE
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMRDSECT,FILE
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DAFANS,FILE
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ATRAILER,FILE
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ITRAILER,FILE
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",JTRAILER,FILE
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DXIDSECT,FILE
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPX1030,ASSEMBLER
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0310,ASSEMBLER
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDAP0300,ASM_COPYBOOK
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDAC0300,ASM_COPYBOOK
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDXI1030,ASM_COPYBOOK
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDFA0620,ASM_COPYBOOK
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",FRONTX,ASM_COPYBOOK
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMTRLR,COPYBOOK
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DCPLUGS,ASM_COPYBOOK
DPA0620,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDXI0000,ASM_COPYBOOK
DPA0640,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0640,ASSEMBLER,Policy Remarks,"Hutto, Amy",DCFI0640,FILE
DPA0640,ASSEMBLER,Policy Remarks,"Hutto, Amy",HTRAILER,FILE
DPA0640,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDCF0640,ASM_COPYBOOK
DPA0640,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DTRINFO,FILE
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMRDSECT,FILE
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ATRAILER,FILE
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PHDSECT,FILE
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",FACDSECT,FILE
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0620,ASSEMBLER
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BDADSECT,FILE
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DAIINFO,FILE
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ITRAILER,FILE
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DCPLUGS,FILE
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0600,ASSEMBLER
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA1000,ASSEMBLER
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDFA0620,ASM_COPYBOOK
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDCP0600,ASM_COPYBOOK
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDTR0650,ASM_COPYBOOK
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DCPLUGS,ASM_COPYBOOK
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDAI1000,ASM_COPYBOOK
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",FRONTX,ASM_COPYBOOK
DPA0650,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMTRLR,COPYBOOK
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DUGINFO,FILE
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DGPINFO,FILE
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DGPTABLE,FILE
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA07PR,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0710,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0720,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0730,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DXI0000,FILE
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0770,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0780,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0735,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0740,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0750,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0760,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA0790,ASSEMBLER
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDPR0740,ASM_COPYBOOK
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDUG0700,ASM_COPYBOOK
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDGP0700,ASM_COPYBOOK
DPA0700,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXI0000,ASM_COPYBOOK
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PENDLEN,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DUGINFO,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PHSDSECT,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCODSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPRDSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MGMTDSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSBDSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MDPRDSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PUGDSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PUCDSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PULDSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BRSDSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DXIDSECT,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BCVDSECT,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BPBDSECT,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BPBBAND,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PRTDSEC,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",RATEDSCT,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BDADSECT,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DGPDCTBL,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DGPTABLE,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PGPDSECT,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MMPELEM,FILE
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0545,ASSEMBLER
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MORTREAD,ASSEMBLER
DPA0710,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NO,COBOL
